Joshua Project People Group Data

ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
tld,Talaud,1,4,N,5,2003,1993,1983,Y,Y,tld,1,Christianity
tlv,Taliabu,1,4,N,2,,,,N,N,,1,Christianity
tdf,Talieng,3,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
tlj,Talinga-Bwisi,2,5,N,4,,2015-2017,2004-2010,Y,Y,tlj,1,Christianity
tlr,Talise,1,5,N,2,,,,N,Y,,1,Christianity
tlo,Talodi,,,N,0,,,,N,N,,,
tlk,Taloki,1,1,Y,0,,,,N,N,,6,Islam
tln,Talondo',1,4,N,1,,,,N,N,,1,Christianity
yta,Talu,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tly,Talysh,4,1,Y,4,,2018,Yes,Y,N,,6,Islam
tma,"Tama (Chad)",3,1,Y,0,,,,N,Y,,6,Islam
tcg,Tamagario,1,4,N,1,,,,N,N,,1,Christianity
thv,"Tamahaq, Tahaggart",3,1,Y,3,,,1922-2024,N,N,thv,6,Islam
ttq,"Tamajaq, Tawallammat",4,1,Y,4,,2015-2016,1979-2006,Y,Y,ttq,6,Islam
thz,"Tamajeq, Tayart",2,1,Y,4,,1990-2003,1934-1998,N,Y,,6,Islam
tmn,"Taman (Indonesia)",1,2,N,2,,,,N,Y,,4,"Ethnic Religions"
tcl,"Taman (Myanmar)",,,N,0,,,,N,N,,,
taj,"Tamang, Eastern",17,2,N,4,,2011-2012,2005,Y,Y,taj,2,Buddhism
tge,"Tamang, Eastern Gorkha",3,2,N,0,,,,N,N,,2,Buddhism
tdg,"Tamang, Western",5,3,N,4,,1990-2003,1977-1986,Y,Y,tdg,2,Buddhism
taq,Tamasheq,3,1,Y,4,,2003-2006,1953-1998,Y,Y,taq,6,Islam
tzm,"Tamazight, Central Atlas",12,1,Y,3,,,1919-2020,Y,Y,,6,Islam
zgh,"Tamazight, Standard Moroccan",,,N,0,,,,N,N,,,
tjo,"Tamazight, Temacine",,,N,0,,,,N,N,,,
tia,"Tamazight, Tidikelt",,,N,0,,,,N,N,,,
tls,Tambotalo,1,5,N,0,,,,N,Y,,1,Christianity
tmy,Tami,1,5,N,3,,,1993-2015,N,Y,,1,Christianity
tam,Tamil,566,2,N,5,1727-2024,1715-1998,1714-1956,Y,Y,tam,5,Hinduism
tax,Tamki,1,1,Y,1,,,,N,N,,6,Islam
tpu,Tampuan,1,1,Y,4,,2020,2008,N,Y,tpu,4,"Ethnic Religions"
tpm,Tampulma,1,4,N,5,1999-2016,2000,1972,Y,Y,tpm,4,"Ethnic Religions"
tcb,Tanacross,1,4,N,0,,,,N,N,,1,Christianity
tcm,Tanahmerah,1,4,N,2,,,,N,N,,1,Christianity
tfn,Tanaina,1,4,N,0,,,,N,Y,,1,Christianity
taa,"Tanana, Lower",1,3,N,0,,,,N,N,,1,Christianity
tau,"Tanana, Upper",2,4,N,3,,,1970-1982,N,Y,,1,Christianity
tpv,Tanapag,1,,N,0,,,,N,N,,,
tgn,Tandaganon,1,4,N,1,,,,N,N,,1,Christianity
tni,Tandia,,,N,0,,,,N,N,,,
tnx,Tanema,,,N,0,,,,N,N,,,
tan,Tangale,1,5,N,4,,1932-1963,1920-1929,Y,Y,tan,1,Christianity
tnv,Tangchangya,1,3,N,2,,,,N,Y,,2,Buddhism
tgu,Tanggu,1,5,N,3,,,1993-2011,N,N,,1,Christianity
tkx,Tangko,1,4,N,2,,,,N,Y,,1,Christianity
ytl,Tanglang,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tgp,Tangoa,1,5,N,4,,2009-2016,1892-2001,Y,Y,tgp,1,Christianity
tbs,Tanguat,1,5,N,3,,,2015-2019,N,N,,1,Christianity
tbe,Tanibili,,,N,2,,,,N,N,,,
tnc,Tanimuca-Letuama,2,2,N,3,,,1987-2019,Y,Y,tnc,4,"Ethnic Religions"
tnn,"Tanna, North",1,5,N,4,,2007-2015,1990-2006,Y,Y,tnn,1,Christianity
nwi,"Tanna, Southwest",1,5,N,4,,2012-2014,2003-2011,Y,Y,nwi,1,Christianity
nkk,Tanokuku,1,5,N,3,,,1901-1946,N,Y,,1,Christianity
tza,"Tanzanian Sign Language",1,,N,3,,,2014,N,N,,1,Christianity
afp,Tapei,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
vnp,Tapesena,1,5,N,1,,,,N,N,,1,Christianity
ptr,Tapiafaru,1,5,N,1,,,,N,N,,4,"Ethnic Religions"
taf,Tapirape,1,3,N,1,,,,N,N,,1,Christianity
tar,"Tarahumara, Central",1,3,N,4,,1972-2011,1947-1963,Y,Y,,1,Christianity
thh,"Tarahumara, Northern",,,N,0,,,,N,N,,,
tcu,"Tarahumara, Southeastern",1,4,N,0,,,,N,Y,,1,Christianity
twr,"Tarahumara, Southwestern",1,4,N,0,,,,N,Y,,1,Christianity
tac,"Tarahumara, Western",1,3,N,4,,2008-2009,1975-1985,Y,Y,tac,1,Christianity
tre,"Tarangan, East",1,4,N,1,,,,N,N,,1,Christianity
txn,"Tarangan, West",1,4,N,3,,,1991-2008,N,Y,,1,Christianity
tgr,Tareng,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
tae,Tariana,2,2,N,0,,,,N,N,,4,"Ethnic Religions"
rif,Tarifit,4,1,Y,4,,2020,1885-2018,Y,Y,rif,6,Islam
txj,Tarjumo,,,N,0,,,,N,N,,,
yer,Tarok,1,5,N,4,,1988-2007,1917-1966,Y,Y,,1,Christianity
tov,"Taromi, Upper",1,1,Y,0,,,,N,Y,,6,Islam
tpf,Tarpia,1,4,N,0,,,,N,N,,1,Christianity
tdm,Taruma,,,N,0,,,,N,N,,,
twq,Tasawaq,1,1,Y,1,,,,N,N,,6,Islam
ttt,"Tat, Muslim",3,1,Y,3,,,1989-2011,Y,N,,6,Islam
txx,Tatana,1,2,N,3,,,1985,N,N,,4,"Ethnic Religions"
tat,Tatar,23,1,Y,5,2015-2018,1820-2005,1864-2007,Y,Y,tat,6,Islam
tav,Tatuyo,1,4,N,4,,1987-2019,1978-1981,N,Y,tav,4,"Ethnic Religions"
ttd,Tauade,1,5,N,3,,,1991,N,N,,1,Christianity
tco,Taungyo,1,1,Y,2,,,,N,N,,2,Buddhism
awm,Taupi,1,5,N,2,,,,N,N,,1,Christianity
tpa,Taupota,1,5,N,3,,,2009-2010,N,Y,tpa,1,Christianity
tad,Tause,1,4,N,3,,,2018-2022,N,N,,1,Christianity
trr,Taushiro,,,N,3,,,1976,N,N,,,
tsg,Tausug,3,1,Y,4,,1985-2018,1918-2005,Y,Y,tsg,6,Islam
tya,Tauya,1,4,N,1,,,,N,N,,1,Christianity
vlp,Tavanlav,1,5,N,1,,,,N,N,,1,Christianity
tvs,Taveta,2,5,N,4,,1906,1892-1905,Y,Y,tvs,1,Christianity
tvn,Tavoyan,2,1,Y,3,,,Yes,N,Y,3791,2,Buddhism
tbo,Tawala,1,5,N,4,,1985-2015,1898-1980,Y,Y,tbo,1,Christianity
xtw,Tawande,,,N,0,,,,N,N,,,
twl,Tawara,2,4,N,4,,1985,Yes,N,N,,4,"Ethnic Religions"
twb,Tawbuid,1,5,N,5,2021,1999-2001,Yes,N,Y,twb,1,Christianity
twy,Tawoyan,1,2,N,3,,,1984-2004,N,Y,,4,"Ethnic Religions"
taw,Tay,1,5,N,4,,2013,1995,N,Y,taw,1,Christianity
tyz,Tay,3,1,Y,5,2022,2017,1938–1979,N,Y,tyz,4,"Ethnic Religions"
tys,"Tay Sa Pa",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tyt,"Tay Tac",1,,N,1,,,,N,N,,,
gpn,Tayap,,,N,0,,,,N,N,,,
smc,Tayatuk,1,5,N,1,,,,N,N,,1,Christianity
cks,Tayo,1,4,N,0,,,,N,N,,1,Christianity
grr,Taznatit,2,1,Y,3,,,Yes,N,N,,6,Islam
tbl,Tboli,1,4,N,5,2007,1979-2007,1963-1992,Y,Y,tbl,4,"Ethnic Religions"
ebr,Tchaman,1,4,N,4,,1996-1998,1930-1991,N,Y,ebr,1,Christianity
tck,Tchitchege,1,4,N,0,,,,N,N,,1,Christianity
bqa,Tchumbuli,1,4,N,3,,,Yes,N,Y,,1,Christianity
tkw,Teanu,2,5,N,1,,,,N,N,,1,Christianity
dmu,Tebi,1,3,N,0,,,,N,N,,1,Christianity
tsy,"Tebul Sign Language",1,,N,2,,,,N,N,,6,Islam
tuq,Tedaga,5,1,Y,1,,,,N,Y,,6,Islam
tiy,Teduray,1,4,N,4,,1983-2002,1955,Y,Y,tiy,4,"Ethnic Religions"
tkq,Tee,1,5,N,2,,,,N,Y,,1,Christianity
lor,Teen,2,1,Y,3,,,1984-1995,N,Y,,4,"Ethnic Religions"
tfo,Tefaro,1,4,N,1,,,,N,N,,1,Christianity
ras,Tegali,2,1,Y,2,,,,N,N,,6,Islam
kps,Tehit,1,4,N,3,,,1998-2007,Y,Y,,1,Christianity
mtl,Tehl,1,4,N,3,,,2022,Y,Y,mtl,4,"Ethnic Religions"
teh,Tehuelche,,,N,0,,,,N,N,,,
twe,Teiwa,1,4,N,3,,,2020,N,Y,,4,"Ethnic Religions"
tek,"Teke, Ibali",2,4,N,3,,,1889-1905,N,Y,,1,Christianity
ebo,Teke-Eboo,2,4,N,3,,,2004-2009,Y,Y,,1,Christianity
kkw,Teke-Kukuya,1,4,N,3,,,1971-1979,N,N,,1,Christianity
lli,Teke-Laali,1,5,N,1,,,,N,N,,1,Christianity
nzu,Teke-Nzikou,2,4,N,1,,,,N,N,,1,Christianity
teg,Teke-Tege,2,4,N,3,,,Yes,Y,N,teg,4,"Ethnic Religions"
tyi,Teke-Tsaayi,2,5,N,1,,,,N,Y,,1,Christianity
tyx,Teke-Tyee,1,5,N,3,,,2010-2014,N,N,,1,Christianity
ifm,Teke-Wuumu,2,4,N,2,,,,N,Y,,1,Christianity
eme,Teko,1,2,N,1,,,,N,Y,,4,"Ethnic Religions"
ttc,Tektiteko,2,5,N,4,,2003-2014,1998,N,Y,ttc,1,Christianity
tvm,Tela-Masbuar,1,3,N,1,,,,N,N,,1,Christianity
tlf,Telefol,1,5,N,4,,1988-2015,1966-1969,N,Y,tlf,1,Christianity
tel,Telugu,825,1,Y,5,1854-2022,1818-1989,1812-1966,Y,Y,tel,5,Hinduism
kdh,Tem,3,1,Y,4,,2019,1998–2015,Y,Y,kdh,6,Islam
tqb,Tembe,1,4,N,4,,2008,Yes,N,N,,1,Christianity
tbt,Tembo,1,5,N,4,,2017,1977-2009,Y,Y,,1,Christianity
tmv,Tembo,1,4,N,1,,,,N,N,,1,Christianity
tdo,Teme,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
teq,Temein,1,1,Y,2,,,,N,Y,,6,Islam
soz,Temi,1,2,N,3,,,2007-2012,Y,Y,,4,"Ethnic Religions"
tea,Temiar,1,2,N,3,,,2023,N,N,,4,"Ethnic Religions"
tmo,Temoq,,,N,0,,,,N,N,,,
tmw,Temuan,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
tnz,Ten'edn,2,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tes,Tengger,1,1,Y,4,,2022,2014,Y,Y,3826,5,Hinduism
pah,Tenharim,4,5,N,4,,1996,1971-1976,N,Y,pah,1,Christianity
tqn,Tenino,1,4,N,0,,,,N,N,,1,Christianity
tns,Tenis,,,N,0,,,,N,N,,,
tex,Tennet,1,2,N,4,,2019,1993–2017,Y,Y,tex,4,"Ethnic Religions"
tio,Teop,1,5,N,3,,,1958-2023,N,Y,,1,Christianity
tev,Teor,1,2,N,1,,,,N,N,,6,Islam
tee,"Tepehua, Huehuetla",1,5,N,4,,1976-2009,1955-2000,N,Y,tee,1,Christianity
tpp,"Tepehua, Pisaflores",1,4,N,4,,2013-2022,1998-2008,N,Y,tpp,1,Christianity
tpt,"Tepehua, Tlachichilco",1,5,N,4,,2003-2012,1985-1999,N,Y,tpt,1,Christianity
ntp,"Tepehuan, Northern",1,2,N,4,,1981-2009,1962,Y,Y,ntp,4,"Ethnic Religions"
stp,"Tepehuan, Southeastern",1,4,N,4,,2007-2017,1991-2003,N,Y,stp,1,Christianity
tla,"Tepehuan, Southwestern",1,3,N,1,,,,N,Y,,1,Christianity
ttr,Tera,1,4,N,4,,2016,1930-2008,Y,Y,ttr,1,Christianity
trb,Terebu,1,5,N,1,,,,N,N,,1,Christianity
buo,Terei,1,5,N,3,,,1973-2007,N,Y,,1,Christianity
ter,Terena,1,5,N,4,,1994-2012,1948-1974,N,Y,ter,4,"Ethnic Religions"
tef,Teressa,1,1,Y,2,,,,N,Y,,5,Hinduism
twg,Tereweng,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
tfr,Teribe,2,4,N,4,,2008,1979-1984,N,Y,tfr,1,Christianity
tec,Terik,1,4,N,2,,,,N,N,,1,Christianity
twu,Termanu,1,4,N,5,2018-2019,Yes,1895-2004,N,Y,twu,1,Christianity
tft,Ternate,1,1,Y,3,,,2021,Y,Y,,6,Islam
keg,Tese,1,1,Y,2,,,,N,N,,6,Islam
tll,Tetela,1,5,N,5,1966,1938-1993,1919-1986,Y,Y,tll,1,Christianity
tez,Tetserret,1,1,Y,1,,,,N,N,,6,Islam
tet,Tetun,2,5,N,4,,2013-2014,1997-2004,Y,Y,tet,1,Christianity
tdt,"Tetun Dili",1,4,N,4,,2000-2021,1996-2002,N,Y,3775,1,Christianity
tew,Tewa,1,4,N,3,,,1969-2020,N,Y,tew,1,Christianity
twx,Tewe,1,2,N,2,,,,N,Y,,4,"Ethnic Religions"
thy,Tha,1,5,N,2,,,,N,Y,,4,"Ethnic Religions"
thn,Thachanadan,,,N,2,,,,N,N,,,
tha,Thai,35,1,Y,5,1883-2020,1843-1977,1834-1967,Y,Y,tha,2,Buddhism
tsq,"Thai Sign Language",1,,N,3,,,2018,N,N,,2,Buddhism
soa,"Thai Song",1,1,Y,3,,,1986,N,Y,,2,Buddhism
tts,"Thai, Northeastern",8,1,Y,4,,2016,1972–1996,Y,Y,,2,Buddhism
nod,"Thai, Northern",2,1,Y,4,,1914-2017,1867-2012,Y,Y,nod,2,Buddhism
sou,"Thai, Southern",4,1,Y,3,,,2000,Y,Y,,2,Buddhism
ths,Thakali,5,2,N,0,,,,N,Y,,2,Buddhism
thf,Thangmi,2,1,Y,4,,2019,Yes,Y,Y,,5,Hinduism
ssf,Thao,,,N,0,,,,N,N,,,
the,"Tharu, Central",3,1,Y,4,,2023,1976-2021,Y,Y,3768,5,Hinduism
thl,"Tharu, Dangaura",3,2,N,4,,2018-2023,2010,Y,Y,thl,5,Hinduism
tkt,"Tharu, Kathariya",4,1,Y,3,,,2020,Y,Y,,5,Hinduism
thq,"Tharu, Mid-Eastern",2,1,Y,3,,,2017,Y,Y,thq,5,Hinduism
thr,"Tharu, Rana",4,3,N,4,,2017-2023,Yes,Y,Y,,5,Hinduism
tem,Themne,3,4,N,4,,1868-1992,1865-1993,Y,Y,tem,6,Islam
tou,Tho,1,1,Y,0,,,,N,Y,,4,"Ethnic Religions"
thp,Thompson,1,4,N,0,,,,N,Y,,1,Christianity
ytp,Thopho,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tyl,"Thu Lao",1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tdh,Thulung,10,1,Y,4,,2017,2006,N,Y,tdh,8,"Other / Small"
lth,Thur,1,5,N,3,,,2014-2023,Y,N,,1,Christianity
thu,Thuri,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
mnl,Tiale,1,5,N,1,,,,N,Y,,4,"Ethnic Religions"
tbj,Tiang,1,5,N,3,,,2006-2021,N,Y,,1,Christianity
ngy,Tibea,1,3,N,2,,,,N,N,,1,Christianity
lsn,"Tibetan Sign Language",,,N,0,,,,N,N,,,
adx,"Tibetan, Amdo",9,1,Y,4,,2016,2016,Y,Y,,2,Buddhism
bod,"Tibetan, Central",17,1,Y,5,1948-2023,1885-1973,1862-1991,Y,Y,bod,2,Buddhism
khg,"Tibetan, Khams",6,1,Y,4,,2020,Yes,Y,Y,,2,Buddhism
tcn,Tichurong,,,N,0,,,,N,Y,,,
tca,Ticuna,3,5,N,5,1986-2022,1986-2009,1964-2010,Y,Y,tca,1,Christianity
tvo,Tidore,1,1,Y,2,,,,N,N,,6,Islam
ntd,"Tidung, Northern",1,4,N,0,,,,N,N,,4,"Ethnic Religions"
itd,"Tidung, Southern",2,2,N,3,,,2021,Y,Y,,6,Islam
tiq,Tiefo,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
tii,Tiene,1,5,N,4,,2007,Yes,N,Y,,1,Christianity
tif,Tifal,1,5,N,4,,1998,1979,N,Y,tif,1,Christianity
tgc,Tigak,1,5,N,3,,,1912-2019,Y,Y,,1,Christianity
tig,Tigre,8,1,Y,5,1988,1902-1931,1889-1981,Y,Y,,6,Islam
tir,Tigrigna,14,3,N,5,1956-2001,1909-1991,1866,Y,Y,tir,1,Christianity
txq,Tii,1,4,N,4,,2016-2019,2004-2011,N,Y,txq,1,Christianity
tik,Tikar,1,3,N,4,,1989-2011,1987,N,Y,,1,Christianity
tkp,Tikopia,1,5,N,3,,,1989,N,Y,,1,Christianity
tij,Tilung,2,1,Y,0,,,,N,N,,8,"Other / Small"
tms,Tima,1,1,Y,2,,,,N,N,,6,Islam
tim,Timbe,1,5,N,4,,1987-2015,1978-1986,N,N,tim,1,Christianity
par,Timbisha,,,N,0,,,,N,N,,,
lbf,Tinani,14,1,Y,4,,2017-2022,1908-1915,N,Y,,2,Buddhism
tin,Tindi,1,1,Y,2,,,,N,N,,6,Islam
tgv,Tingui-Boto,,,N,0,,,,N,N,,,
tit,Tinigua,,,N,0,,,,N,N,,,
tpz,Tinputz,1,5,N,4,,2005-2015,1975-1983,Y,N,tpz,1,Christianity
tpe,Tippera,,,N,3,,,1980,Y,Y,,,
tic,Tira,1,1,Y,0,,,,Y,Y,,6,Islam
tra,Tirahi,,,N,0,,,,N,Y,,,
cir,Tiri,1,4,N,0,,,,N,N,,1,Christianity
tdq,Tita,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
ttv,Titan,1,4,N,2,,,,N,Y,,1,Christianity
tiv,Tiv,2,5,N,5,1964-2017,1936-1942,1916-1959,Y,Y,tiv,1,Christianity
lax,Tiwa,27,3,N,4,,2022,Yes,N,Y,,5,Hinduism
twf,"Tiwa, Northern",1,4,N,3,,,1976-1992,Y,Y,,1,Christianity
tix,"Tiwa, Southern",1,4,N,3,,,1978-1987,N,Y,,1,Christianity
tiw,Tiwi,1,5,N,3,,,1979-2000,N,Y,,1,Christianity
tyy,Tiyaa,1,5,N,3,,,2019,Y,Y,tyy,1,Christianity
tjj,Tjungundji,,,N,0,,,,N,N,,,
tjp,Tjupany,1,4,N,0,,,,N,N,,1,Christianity
dgr,Tlicho,1,5,N,4,,2003-2008,2008,Y,Y,dgr,1,Christianity
tli,Tlingit,2,5,N,3,,,1859-1969,N,Y,,1,Christianity
toz,To,,,N,0,,,,N,N,,,
mlu,To'abaita,1,5,N,4,,1923-1949,1914-1951,N,Y,mlu,1,Christianity
tqo,Toaripi,1,5,N,5,1983,1914-2011,1902-1968,N,Y,tqo,1,Christianity
tob,Toba,3,5,N,5,2013,1980-2011,1964-1994,N,Y,tob,1,Christianity
tmf,Toba-Maskoy,1,4,N,4,,Yes,2020,Y,Y,3778,4,"Ethnic Religions"
tgh,"Tobagonian English Creole",1,5,N,1,,,,N,N,,1,Christianity
tng,Tobanga,1,5,N,4,,1978,1975,N,Y,tng,1,Christianity
tti,Tobati,,,N,0,,,,N,Y,,,
tlb,Tobelo,1,4,N,5,2002,1993,Yes,Y,Y,tlb,1,Christianity
tox,Tobian,1,5,N,2,,,,N,N,,1,Christianity
tgb,Tobilung,1,4,N,3,,,2011,N,N,,4,"Ethnic Religions"
tbv,Tobo,1,5,N,3,,,2013-2020,N,N,,1,Christianity
taz,Tocho,1,1,Y,0,,,,N,Y,,6,Islam
tcx,Toda,1,3,N,3,,,1897-1910,N,Y,,5,Hinduism
tdr,Todrah,1,2,N,1,,,,N,N,,4,"Ethnic Religions"
tlg,Tofanma,1,4,N,1,,,,N,N,,1,Christianity
ood,"Tohono O'odham",2,5,N,4,,1975-2010,1967,N,Y,ood,1,Christianity
toj,Tojolabal,1,5,N,5,2021,1972-2009,1952-1967,Y,Y,toj,1,Christianity
tpi,"Tok Pisin",11,5,N,5,1989-1999,1969-2010,1956-1992,Y,Y,tpi,1,Christianity
zuh,Tokano,1,5,N,3,,,1978-1979,N,N,,1,Christianity
tkl,Tokelauan,3,4,N,4,,2009,2000,N,Y,tkl,1,Christianity
tkn,Toku-No-Shima,1,1,Y,0,,,,N,N,,2,Buddhism
jic,Tol,1,4,N,4,,1993-2010,1977-1981,N,Y,jic,1,Christianity
lbw,Tolaki,3,1,Y,4,,2013,2000,Y,Y,,6,Islam
tlm,Tolomako,1,5,N,3,,,1904-1909,N,N,tlm,1,Christianity
tol,Tolowa,,,N,0,,,,N,Y,,,
tod,Toma,1,4,N,5,2023,1981,1961,Y,Y,tod,4,"Ethnic Religions"
tdi,Tomadino,1,1,Y,0,,,,N,N,,6,Islam
ttp,Tombelala,1,1,Y,2,,,,N,N,,6,Islam
txa,Tombonuo,1,4,N,4,,2002,1987-1998,N,Y,3724,6,Islam
tom,Tombulu,1,4,N,4,,2018,1933-2012,Y,Y,tom,1,Christianity
txm,Tomini,1,1,Y,3,,,2022,Y,N,,6,Islam
tqp,Tomoip,1,5,N,1,,,,N,N,,1,Christianity
tdn,Tondano,1,5,N,4,,1996,1990-2007,Y,Y,,1,Christianity
tst,"Tondi Songway Kiini",1,1,Y,1,,,,N,N,,6,Islam
tog,"Tonga (Malawi)",1,5,N,5,1987-2024,1921-1939,1890-1948,Y,Y,tog,1,Christianity
toh,"Tonga (Mozambique)",1,4,N,5,2014-2016,1890-1996,1888-1989,Y,N,toh,4,"Ethnic Religions"
toi,"Tonga (Zambia)",4,5,N,5,1963-2021,1949-2011,1911-1957,Y,Y,toi,1,Christianity
ton,Tongan,7,5,N,5,1862-2009,1849-2011,1844,Y,Y,ton,1,Christianity
tny,Tongwe,1,2,N,2,,,,N,Y,,6,Islam
tqw,Tonkawa,,,N,0,,,,N,N,,,
tnw,Tonsawang,1,5,N,0,,,,N,N,,1,Christianity
txs,Tonsea,1,5,N,3,,,1990-2006,Y,N,,1,Christianity
tnt,Tontemboan,1,5,N,4,,1933-2018,1852-2010,Y,Y,tnt,1,Christianity
ttj,Tooro,1,5,N,5,1912-2017,1991,1900-1902,N,Y,,1,Christianity
toy,Topoiyo,1,1,Y,0,,,,N,N,,6,Islam
toq,Toposa,4,3,N,3,,,2002-2006,Y,Y,,1,Christianity
trz,Tora,,,N,0,,,,N,N,,,
sda,Toraja-Sa'dan,1,4,N,5,1960-1995,1951-1989,1933-1948,Y,Y,sda,1,Christianity
trj,Toram,1,1,Y,0,,,,N,N,,6,Islam
ttu,Torau,1,5,N,1,,,,N,N,,1,Christianity
tno,Toromono,,,N,0,,,,N,N,,,
tqr,Torona,,,N,0,,,,N,N,,,
tcs,"Torres Strait Creole",2,5,N,4,,2014,1997,N,Y,tcs,1,Christianity
trw,Torwali,32,1,Y,3,,,2021,Y,N,,6,Islam
ttl,Totela,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
txo,Toto,2,1,Y,3,,,Yes,N,Y,,5,Hinduism
txe,Totoli,1,1,Y,0,,,,N,N,,6,Islam
toc,"Totonac, Coyutla",1,3,N,4,,1986-2011,1979,Y,Y,toc,1,Christianity
tlp,"Totonac, Filomena Mata-Coahuitlan",1,4,N,2,,,,N,Y,,1,Christianity
tos,"Totonac, Highland",1,4,N,4,,1959-2009,1946-2000,Y,Y,tos,1,Christianity
top,"Totonac, Papantla",1,3,N,4,,1979-2009,1973-1990,Y,Y,top,1,Christianity
tcw,"Totonac, Tecpatlan",1,3,N,4,,1999,1988-1995,N,N,,1,Christianity
tku,"Totonac, Upper Necaxa",1,5,N,4,,1999-2009,1988-1995,N,Y,tku,1,Christianity
too,"Totonac, Xicotepec de Juarez",1,3,N,4,,1978-2009,1957-1965,N,Y,too,1,Christianity
tlc,"Totonac, Yecuatla",1,4,N,0,,,,N,N,,1,Christianity
tqt,"Totonaco del cerro Xinolatepetl",1,5,N,3,,,2012-2015,Y,N,,1,Christianity
ttk,Totoro,,,N,0,,,,N,Y,,,
tqu,Touo,1,5,N,1,,,,N,Y,,1,Christianity
don,Toura,1,5,N,1,,,,N,N,,1,Christianity
neb,Toura,1,4,N,4,,1979-2013,1972,Y,Y,,4,"Ethnic Religions"
tsp,"Toussian, Northern",1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
wib,"Toussian, Southern",1,4,N,4,,2015-2019,2001-2007,N,Y,wib,4,"Ethnic Religions"
ttn,Towei,1,4,N,0,,,,N,N,,1,Christianity
trl,"Traveller Scottish",2,4,N,1,,,,N,N,,1,Christianity
trm,Tregami,1,1,Y,1,,,,N,N,,6,Islam
tme,Tremembe,,,N,2,,,,N,N,,,
stg,Trieng,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
tip,Trimuris,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
tgq,Tring,1,1,Y,2,,,,N,N,,4,"Ethnic Religions"
lst,"Trinidad and Tobago Sign Language",1,,N,1,,,,N,N,,1,Christianity
trf,"Trinidadian English Creole",1,5,N,0,,,,N,Y,,1,Christianity
trn,Trinitario,1,4,N,4,,1979-2002,1962,Y,Y,,4,"Ethnic Religions"
tri,Trio,4,5,N,4,,1979-2004,1974,N,Y,,4,"Ethnic Religions"
trs,"Triqui, Chicahuaxtla",2,4,N,4,,1968,1951-1960,N,Y,,1,Christianity
trc,"Triqui, Copala",2,3,N,4,,1987-2010,1970,Y,Y,trc,1,Christianity
trq,"Triqui, San Martin Itunyoso",1,4,N,4,,1996-2009,Yes,N,Y,trq,1,Christianity
tka,Truka,,,N,0,,,,N,N,,,
tpy,Trumai,1,1,Y,0,,,,N,N,,4,"Ethnic Religions"
tsl,Ts'un-Lao,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
tsa,Tsaangi,2,5,N,3,,,Yes,N,Y,tsa,1,Christianity
cra,Tsaara,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
cof,Tsafiki,1,2,N,4,,1980-2015,1964-1990,N,Y,cof,4,"Ethnic Religions"
tkr,Tsakhur,2,1,Y,3,,,Yes,N,N,tkr,6,Islam
tsd,Tsakonian,1,3,N,0,,,,N,N,,1,Christianity
tsb,Tsamai,2,4,N,3,,,2017,Y,Y,,4,"Ethnic Religions"
huq,Tsat,1,1,Y,1,,,,N,N,,6,Islam
kvz,Tsaukambo,1,4,N,1,,,,N,N,,1,Christianity
tsk,Tseku,2,1,Y,1,,,,N,N,,2,Buddhism
tsj,Tshangla,6,1,Y,4,,2014-2023,2000,Y,Y,tsj,2,Buddhism
hio,Tshuwau,2,4,N,3,,,Yes,N,Y,,4,"Ethnic Religions"
kdl,Tsikimba,1,4,N,4,,2010,2001,Y,Y,kdl,6,Islam
cas,Tsimane,1,4,N,4,,1992-1997,1963-1994,Y,Y,cas,4,"Ethnic Religions"
tsi,Tsimshian,2,5,N,3,,,1885-1898,N,Y,,1,Christianity
tsw,Tsishingini,1,5,N,4,,2011,1933-2012,Y,Y,tsw,6,Islam
ldp,Tso,1,4,N,2,,,,N,Y,,1,Christianity
tsv,Tsogo,1,4,N,4,,1983,1955-1957,Y,Y,tsv,1,Christianity
tso,Tsonga,4,5,N,5,1907-2017,1894-1986,1892-1968,Y,Y,tso,1,Christianity
